Institution,sfr,infrastructure,out turn,Score
SHRI BALDEV RAM MIRDHA INSTITUTE OF NURSING NAGOUR (Id: S-5179),0,,22,
SHRI BANESHWAR ADHYAPAK VIDYALAYA (Id: S-16489),11.8,,1,
SHRI BASAVESHWAR RURAL EDUCATION & DEVELOPMENT TRU DHARWAD (Id: S-6661),8,,0,
SHRI BHAGWAN NURSING SCHOOL LATUR (Id: S-17081),10.47058824,,67,
"SHRI BHAIRAVANATH SHIKSHAN SANSTHA, SHRI BHAIRAVNATH NURSING SCHOOL (Id: S-17060)",9.666666667,,22,
SHRI BHAIRAVNATH NISARG MANDALS KALAMB OSMANABAD (Id: S-9961),8.65,,15,
SHRI BHANWAR SINGH MUKHIAJI COLLEGE (Id: S-15776),10,,36,
SHRI BHARATHI TEACHER TRAINING INSTITUTE ROYAKOTTAH (Id: S-8271),8.571428571,,0,
SHRI BHAWANI NIKETAN POLYTECHNIC (Id: S-14949),20.42857143,,65,
Shri Chamatkari Santji College of Nursing Girawar (Id: S-3821),3.25,,0,
SHRI CHANNABASAVESHWAR PARAMEDICAL COLLEGE (Id: S-18915),11.25,,0,
SHRI CHATRAPATI SHAHU JUNIOR COLLEGE OF EDUCATION RUKADU KOLHAPUR (Id: S-9965),10.6,,6,
SHRI CHATRAPATI SHIVAJI MAHARAJ SHIKSHAN SANSTHA LOHA NANDED (Id: S-9966),6,,0,
SHRI CHINTAMANI MAHILA EDUCATION SOCIETY YUVAKALYAN D. ED. COLLEGE AMLNER JALGAON (Id: S-9971),8.615384615,,0,
SHRI C.K.MEHTA COLLEGE OF PRIMARY EDUCATION BANASKANTHA (Id: S-6038),6.714285714,,0,
SHRI DADA GANESH SANSKRITIK KRIDA & VIDYAPRASARAK MITRA MANDAL DHADGAON NANDURBAR (Id: S-9973),40,,20,
SHRI DADASAHEB GAWAI CHARITABLE TRUST KAMAL PUSPA AMRAVATI (Id: S-9974),13.05970149,,3,
SHRI DATA SAI NURSING SCHOOL KOLAR (Id: S-4286),17.32258065,,24,
SHRI DATTA GURU COLLEGE OF EDUCATION (D.Ed) khadki (Id: S-14978),8.75,,13,
SHRI DATTA SCHOOL OF NURSING SAGAON (Id: S-18186),5,,17,
SHRI DATTA SHIKSHAN PRASARK MANDAL PANHALA KOLHAPUR (Id: S-9975),15.76923077,,14,
"SHRI DATTATRAYA PRABHU BAHU,SHIKSHAN SANSTHA,SHREE DATTA NURSING SCHOOL (Id: S-17836)",4.857142857,,12,
"SHRI DAYAMAN INSTITUTE OF NURSING, JAMNAGAR (Id: S-14738)",38.85714286,,26,
SHRI DEOPUR VIDHAYAK SAMITI WALWADI (Id: S-9977),9.333333333,,0,
SHRIDEVI POLYTECHNIC (Id: S-1438),7.375,,63,
"SHRI DEVI SAURAM SINGH EDUCATION INSTITUTE VILL AND POST PAINDHAT, JASRANA, FIROZABAD (Id: S-14048)",8.4,,68,
SHRIDEVI SCHOOL OF NURSING TUMKUR (Id: S-4292),4.5,,5,
"SHRI DEVI WOMEN POLYTECHNIC, HANUMANGARH (Id: S-2669)",17.14285714,,31,
SHRI DHANESHWARI MANAV VIKAS MANDAL COLLEGE OF WOMEN TULSI ARCADE AURANGABAD (Id: S-9978),8.346153846,,42,
SHRI DHANESHWARI MANAV VIKAS MANDALS SAKRI DHULE (Id: S-9979),7.352941176,,6,
"Shri Dhaneshwari RGNM Nursing School, Aurangabad (Id: S-17979)",0,,29,
SHRI DHEER SINGH D.ED COLLEGE GORMI BHIND (M.P.) (Id: S-17000),2.4,,72,
SHRI DIGAMBER JAIN ADARSH MAHILA SANSKRIT PRASHIKSHAN VIDYALAYA (Id: S-7637),180,,99,
SHRI D M MEHTA & SMT S D MEHTA MAHILA PTC COLLEGE DHROL (Id: S-11151),12.5,,11,
SHRI DUTTA NAVAYUVAK SHIKSHAN PRASARAK MANDAL VAIJAPUR AURANGABAD (Id: S-9982),9.161290323,,4,
SHRI GAJANAN MAHARAJ SHIKSHAN SANSTHA MONDA NAGPUR (Id: S-9984),7.105263158,,35,
"Shri Gajanan Mauli Sevabhavi Sansthas, Jijamata Nursing School, Sayane (BK) (Id: S-18117)",0.086956522,,32,
SHRI GANESH SHIKSHAN PRASARAK MANDAL PU. AHILAYADEVI D. ED. COLLEGE AHMEDPUR LATUR (Id: S-9985),12.66666667,,10,
SHRI G.G.MEHTASTREE ADHYAPAN MANDIR BANSKANTHA (Id: S-6040),4.342105263,,60,
SHRI GIRRAJ MAHARAJ POLYTECHNIC COLLEGE (Id: S-3384),4.928571429,,310,
"SHRI GOKUL VERMA GOVERNMENT POLYTECHNIC COLLEGE, BHARATPUR (Id: S-2671)",17.41666667,,28,
SHRI GOMATESH EDUCATION SOCIETY'S INSTITTUTE OF NURSING BELGAUM (Id: S-4287),41,,42,
SHRI GORAKSHA SCHOOL OF NURSING KHAMGAON (ANM and GNM) (Id: S-17072),7.909090909,,32,
SHRI GURUDEV SHIKSHAN PRASARAK MANDAL HAMULAL ADHYAPAK VINCHUR SOLAPUR (Id: S-9990),2.571428571,,4,
"SHRI GURU HARGOBIND SAHIB GOVERNMENT POLYTECHNIC COLLEGE, RANWAN (Id: S-14429)",0,,13,
SHRI GURUNANAK KHALSA SHIKSHAK PRASHIKSHAN MAHAVIDYALAYA (Id: S-7639),8.363636364,,42,
"Shri Guru Teg Bahadur Nursing Institute, Balloh (Id: S-18205)",13,,18,
"SHRI GURU TEG BAHUDUR COLLEGE OF EDUCATION, PLOT NO 34 VILLAGE HARIGARH (Id: S-17520)",12.25,,46,
SHRI HARILAL BHAGWATI MUNICIPAL GEN HOSPITAL MUMBAI (Id: S-4819),10.42857143,,19,
SHRI HARYANA SHEKAWATI BRAHMACHARYA BHIWANI (Id: S-6205),0,,49,
SHRI H. V. P. MANDAL JUNIOR COLLEGE OF EDUCATION AMRAVATI AMRAVATI (Id: S-9992),10.33333333,,10,
SHRI JAIN ADARSH KANYA SHIKSHAK PRASHIKSHAN MAHAVIDYALAYA BIKANER (Id: S-7640),11.07692308,,96,
SHRI JAIN VIDYA PRASARAK MANDAL CHINCHWAD GAON PUNE (Id: S-9994),2.571428571,,36,
"SHRI JAWAHAR WOMAN POLYTECHNIC COLLEGE, DAUSA (Id: S-2675)",13.25,,10,
SHRI JAYRAMSETH CHAUDHARI INSTITUTE OF NURSING EDUCATION AND PARA MEDICAL SCIENCES MURBAD (Id: S-16126),0,,21,
SHRI JAY SINGH CHOTE SAHAB COLLEGE OF PHARMACY (Id: S-19080),,,0,
SHRI JAY SINGH PHARMACY COLLEGE (Id: S-19081),9.2,,0,
SHRI J G CO-OPERATIVE HOSPITAL & RESEARCH BELGAUM (Id: S-4289),5.333333333,,35,
SHRI KAHANYALAL MAHARAJ TRUST SAMODE AKRI DHULE (Id: S-9995),21,,25,
SHRI KALIDAS EDUCATIONAL SOCIETY BIJAPUR (Id: S-6680),25.4,,13,
SHRI KALIDAS EDUCATION SOCIETY BAGALKOT (Id: S-6679),12.85714286,,5,
SHRI KALMESHWAR TEACHERS TRAINING INSTITUTE BELGAUM (Id: S-6682),20,,0,
SHRI KANIFNATH SHIKSHAN SANSTHAS ADHYAPAK VIDYALAYA D. ED. COLLEGE PATHARDI AHMEDNAGAR (Id: S-9998),5,,0,
SHRI KASAMJI SAVABHAVI SANSTHA K. M. D. ED. COLLEGE AMBAJOGAI BEED (Id: S-9999),8.571428571,,15,
SHRI KASHI SHIKSHAN PRASARAK MANDALS SAI NURSING SCHOOL SHEVGAON (Id: S-18498),4.909090909,,0,
SHRI KASHI VISHWESHWAR SHIKSHAN PRASARAK MANDAL AKALKOT SOLAPUR (Id: S-10000),7.833333333,,23,
SHRI K.D.BARAD SMARAK TRUST JUNAGADH (Id: S-6050),6.486111111,,13,
SHRI K.H.DESAI PURUSH ADHYAPAN MANDIR VALSAD (Id: S-6051),11.75,,15,
SHRI K.R.HUKKERI VIDYA VARDHAK SANGH BELGAUM (Id: S-6678),6,,65,
SHRI KRISHNA ADYAPAK VIDYALAYA SAONER SAONER NAGPUR (Id: S-10004),3.045454545,,17,
SHRI KRISHNAA POLYTECHNIC COLLEGE - (Id: S-2987),9.1,,341,
"SHRI KRISHNA COLLEGE OF NURSING EDUCATION, JOHNMANI DAULA BAGHPAT (Id: S-18650)",6.666666667,,0,
SHRI KRISHNA DUTT ACADEMY (Id: S-15774),3.545454545,,46,
shri krishna institute of bhartiya ayurvedic aushdhe (Id: S-17101),10.0625,,70,
"SHRI KRISHNA MEDICAL COLLEGE & HOSPITAL, MUZAFFARPUR (Id: S-3721)",20,,66,
SHRI KRISHNA POLYTECHNIC COLLEGE (Id: S-15182),5.75,,3,
SHRI KRISHNA POLYTECHNIC. RATTAN DERA ROAD (Id: S-1076),12.85714286,,14,
SHRI K R PANDAV COLLEGE OF NURSING AND HOSPITAL NEW NANDANVAN NAGPUR (Id: S-18953),9,,0,
SHRIKRUSHNA DED COLLEGE KOKANA (Id: S-14959),7.833333333,,12,
SHRI LAL BAHADUR SHASTRI NURSING INSTITUTE JODHPUR (Id: S-5182),3.833333333,,39,
SHRI LAXMANRAO JARKIHOLI POLYTECHNIC GOKAK (Id: S-18637),12,,4,
SHRI LAXMI VENKATESWARA SCHOOL OF NURSING CHITRADURGA (Id: S-4290),17.84210526,,7,
SHRI LOHANA STHAPIT MAHILA ADHYAPAN MANDIR RAJKOT (Id: S-6057),16.92307692,,77,
SHRI MAA SHARDA ADHYAPAN MANDIR PTC COLLEGE SURENDRANAGAR (Id: S-6061),8.714285714,,43,
SHRI MAA SHARDA SCHOOL OF NURSING JORAVARNAGAR (Id: S-16993),9.090909091,,40,
SHRI MADHAO BAHU-UDDESHIYA SHIKSHAN SANSTHA SHRI MADHORAO BHOYAR ADHAYAPAK VIDYALAYA DAWANIWADA GONDIA (Id: S-10263),5.333333333,,9,
SHRI MAHALAXMI MAHILA BASIC SCHOOL TRAINING COLLEGE (Id: S-16618),8.428571429,,0,
Shri Maharshi Dayanand Saraswati Nursing School (Id: S-17650),5.9375,,13,
"SHRI MAHAVIR COLLEGE OF EDUCATION RAJPUR KOTEA, FIROZABAD (Id: S-14049)",5.5,,0,
"SHRI MAHAYOGINI MATA MANIKESHWARI D ED COLLEGE, MANIKAGIRI GUL (Id: S-13647)",13.83333333,,37,
SHRI MAHESH BAHUUDDESHIYA SANSTHA SHRI MAHESH D ED BULDANA BULDHANA (Id: S-10007),8,,2,
SHRI MAHILA ADHYAPAN MANDIR SAVARKUNDLA (Id: S-11157),10.125,,72,
SHRI M.A.MEHTA MUNICIPAL MAHILA ADHYAPAN MANDIR JAMNAGAR (Id: S-6058),21.5,,36,
SHRIMANT RAJE DAULATSINGHJI RAWAL SHINDKHEDA DHULE (Id: S-10079),14.28571429,,2,
SHRI MARUDHAR KESRI BALIKA SANSKRIT SHIKSHAK PRASHIKSHAN VIDYALAYA (Id: S-18199),5.666666667,,100,
SHRI MATI CHANDRAWAL GUPTA MAHILA SHIKSHAK PRASHIKSHAN MAHAVIDYALAYA SIROHI (Id: S-7645),1.666666667,,48,
SHRI MATSYA ELEMENTRY TEACHER TRAINING INSTITUTE (Id: S-7646),22.5,,46,
SHRI M L DOSHI MAHILA ADHYAPAN MANDIR SURENDRANAGAR (Id: S-11155),20.83333333,,85,
SHRI MOTI SMRITI INSTITUTE OF TECNOLOGY (Id: S-16027),15.71428571,,156,
"SHRI MURUGHARAJENDRA D.ED. COLLEGE KUSNOOR ROAD, GULBARGA (Id: S-12585)",13.18181818,,12,
SHRI NANALAL BHANUSHANKAR VYAS PTC COLLEGE AMRELI (Id: S-15269),7.5,,2,
"SHRINATH COLLEGE OF NURSING, ALIRAJPUR (Id: S-15466)",8.2,,50,
SHRINATH INSTITUTE OF PARAMEDICALK SCIENCES (Id: S-16799),1.5,,0,
SHRI NAVYUG P.T.C. COLLEGE - KESHOD (Id: S-16932),0,,21,
SHRI NYALKARAN NURSING COLLEGE (Id: S-17753),0,,14,
SHRI PANDURANG KRIPA BAHUUDDESHIYA SHIKSHAN PRASARAK SANSTHA SHRIGONDA AHMEDNAGAR (Id: S-10011),5.166666667,,39,
SHRI PUKHRAJ NAGRAJ RANKA SCHOOL OF NURSING PUNE (Id: S-16109),6.666666667,,16,
SHRI RADHESHYAM P.T.C. COLLEGE (Id: S-16961),11.42857143,,19,
SHRI RAGHUNATH ELEMENTRY TEACHER EDUCATION INSTITUTE SIKAR (Id: S-7648),10.33333333,,90,
SHRI RAJARAM MEMORIAL COLLEGE OF NURSING AND PARAMEDICIAL (Id: S-19063),3.444444444,,0,
SHRI RAJIBEN GANDALAL GENERAL NURSING SCHOOL MEHSANA (Id: S-3800),8.375,,36,
SHRI RAMA KRISHNA COLLEGE OF POLYTECHNIC AND MANAGEMENT (Id: S-16152),14.14285714,,117,
"SHRI RAMANAs ABC POLYTECHNIC COLLEGE PALAM RAJAKKAPATTI, DINDIGUL (Id: S-12787)",6.396551724,,32,
SHRIRAM ASEGAONKAR JUNIOR COLLEGE OF EDUCATION PUSAD YAVATMAL (Id: S-10081),8.555555556,,0,
"SHRI RAMDAS ATHWALE COLLEGE OF EDUCATION, SOLAPUR (Id: S-12504)",12,,12,
SHRI RAMDEVI RAMDAYAL TRIPATHI GIRLS POLYTECHNIC (Id: S-3388),8.142857143,,156,
SHRIRAM EDUCATION SOCIETY DHAMANGAON AMRAVATI (Id: S-10082),16.36363636,,6,
Shri Ram Group of Colleges (Id: S-15177),0.916666667,,151,
SHRI RAM INSTITUTE OF EDUCATION and TECHNOLOGY (Id: S-17302),2.217391304,,25,
SHRI RAM POLYTECHNIC (Id: S-3387),5.454545455,,124,
Shrirampur Nursing School (Id: S-18105),5.285714286,,6,
"SHRI RAWATPURA SARKAR INSTITUTE, DHANELI (Id: S-12468)",8.1,,36,
Shri Rawatpura Sarkar Institute of Modern Education - Dhaneli (Id: S-16200),9.611111111,,32,
Shri Rawatpura Sarkar Institute Village Pacheda Post Kurru Near Muktangan Champaran Road Atal Nagar (Id: S-19396),11.36363636,,42,
"SHRI RAWATPURA SARKAR LOK KALYAN TRUSTs SHRI RAWATPURA SARKAR INSTITUTE, DURG (Id: S-12449)",21.875,,22,
SHRI RISHIKESH SHIKSHAN PRASARAK MANDALS SHRI D D VISPUTE COLLEGE OF NURSING  NEW PANVEL (Id: S-17828),8.6,,21,
SHRI R.N.MEMORIAL MAHILA STC (Id: S-7647),10,,46,
SHRI SADGURU BALUMAMA SHIKSHAN MANDAL D. ED. COLLEGE BHUDARGAD KOLHAPUR (Id: S-10018),8.571428571,,35,
SHRI SAI BABA BHAKTA MANDAL MHASAWAD SHAHADA NANDURBAR (Id: S-10019),13.85714286,,18,
Shri Saibaba Nursing School (ANM) Kolpewadi (Id: S-16440),8.666666667,,36,
SHRI SAI BABA POLYTECHNIC COLLEGE (Id: S-16360),3.9375,,8,
"Shri Saibaba Shikshan Prashikshan Sansthan, Burhanpur (Id: S-14084)",4.125,,79,
SHRI SAI INSTITUTE OF NURSING SCHOOL RANM BORI (Id: S-18976),0,,16,
SHRI SAI INSTITUTE OF TECHNOLOGY RATLAM (Id: S-7309),29,,42,
"Shri Sai Nursing School, Jalna (Id: S-17980)",15.75,,34,
"SHRI SAI SCHOOL OF NURSING ARMORI, GADCHIROL (Id: S-17861)",2,,0,
SHRI SAI SCHOOL OF NURSING UMRED (Id: S-15821),39.8,,35,
SHRI SAI SHIKSHAN SANSTHA SHRI RANJITSINHA MOHITE PATIL D. ED. COLLEGE WASHIM WASHIM (Id: S-10023),12.25,,17,
SHRI SAI VIDYAPEETH (Id: S-16469),16,,80,
SHRI SANATAN DHARAM INSTITUTE OF PHARMACY & MEDICAL TECHNOLOGY (Id: S-1079),17,,42,
SHRI SANKET PATEL MEMORIAL NURSING COLLEGE (Id: S-16992),20.14285714,,0,
SHRI SATYASAI ADIVASI GRAMIN VIKAS VA BAHU-UDDESIYASHIKSHAN SANSTHA BHAGAWANRAO ADHYAPAK V C O N. P. WAGHAYE B. ED. COLLEGE ARMORI ARMORI GADCHIROLI GADCHIROLI (Id: S-10041),3.5,,0,
SHRI SHAHU SHIKSHAN PRASARAL MANDALS D. ED. COLLEGE RANKALA KOLHAPUR (Id: S-10044),1,,3,
SHRI SHAMGIR SHIKSHAN SANSTHA SHRI SHAMGIR ADHYAPAK NILANGA LATUR (Id: S-10045),12.8,,26,
SHRI SHAMRAO PATIL ADHYAPAK VIDYALAYA HATKANANGALE KOHLAPUR (Id: S-10047),12,,14,
SHRI SHARDA BHAWAN EDUCATION SOCIETY NANDED NANDED (Id: S-10049),8.333333333,,20,
SHRI SHIKSHAN SADHNA STRI ADHYAPAN MANDIR PTC COLLEGE AHMEDABAD (Id: S-11162),10,,24,
SHRI SHIVAJI EDUCATION AND KRISHI PRATISHTHAN SHAHADA DHULE (Id: S-10051),2.5,,20,
SHRI SHIVAJI JR. OOF COLLEGE OF EDUCATION AMRAVATI AMRAVATI AMRAVATI (Id: S-10052),7,,8,
SHRI SHIVAJI JR. VOLLEGE OF EDUCATION PUSAD YAVATMAL (Id: S-10053),5.428571429,,9,
SHRI SHIVAJI JUNIOR COLLEGE OF EDUCATION CHIKHALI BULDHANA (Id: S-10056),13.28571429,,31,
SHRI SHIVAJI JUNIOR COLLEGE OF EDUCATION ISLAMPUR SANGLI (Id: S-10054),4.625,,14,
SHRI SHIVAJI JUNIOR COLLEGE OF EDUCATION NEHRU NAGAR SOLAPUR (Id: S-10055),8.538461538,,12,
SHRI SHIVSHKTI DHAM PTC COLLEGE & CHARITABLE TRUST NAVSARI (Id: S-6072),9.85,,25,
SHRI SHYAM SHIKSHAK PRASHIKSHAN VIDYALAYA HANUMANGARH (Id: S-7649),12.66666667,,186,
Shri Siddhi Balaji School of Nursing (Id: S-15733),3.833333333,,25,
SHRI SIDDHI NURSING SCHOOL MURGUD TAL-KAGAL DIST-KOLHAPUR (Id: S-17971),13,,9,
"SHRI SIDDHI VINAYAK POLYTECHNIC, NAINITAL ROAD, BAREILLY (Id: S-13965)",15.56521739,,530,
"SHRI SIDDHI VINAYAK SCHOOL OF NURSING, NAINITAL ROAD, BAREILLY (Id: S-13964)",3,,60,
SHRI SITHESWARAR POLYTECHNIC COLLEGE (Id: S-2988),14.59375,,152,
Shri S L Saini Memorial College of Paramedical Sciences (Id: S-19363),24.75,,0,
SHRI SUBHAS NAGUR MEMORIAL POLYTECHNIC BIJAPUR (Id: S-1435),8.761363636,,77,
SHRI SURESHDADA DESHMUKH INSTITUTE OF NURSING (Id: S-18056),3.6,,3,
SHRI SWAMIJI MAHARAJ COLLEGE OF NURSING DATIA (Id: S-4716),9.142857143,,59,
"Shri Swami Samarth Institute of Pharmacy, Malwadi Bota (Id: S-18496)",9.428571429,,0,
SHRI SWAMI SAMARTH NURSING SCHOOL (Id: S-18978),11,,0,
Shri Swami Samarth Nursing School Ner Dist-Yavatmal (Id: S-17032),10.22222222,,20,
SHRI SWAMI VIVEKANAND SCHOOL OF NURSING BEED (Id: S-4820),9.111111111,,25,
"SHRI TIRUPATI BALAJI POLYTECNIC COLLEGE, KOTA (Id: S-2678)",11.11111111,,8,
SHRI TRIDANDIDEO HANUMAT TECHNICAL COLLEGE (Id: S-15356),6.5,,195,
SHRI TULJABHAVANI BAHUUDDESHIY SAMAJ SEVA SANSTHA MADHA SOLAPUR (Id: S-10065),6.333333333,,4,
SHRI TUYLIJABHAVANI JUNIOR COLLEGE OF EDUCATION TULIJAPUR OSMANABAD (Id: S-10067),8.555555556,,9,
SHRI UDAJIRAO JR. COLLEGE OF EDUCATION GARGOTI KOLHAPUR (Id: S-10068),0.285714286,,47,
SHRI U J BARAD PTC COLLEGE SUTRAPADA (Id: S-11166),7.8125,,12,
SHRI ULAVI CHANNABASAVESHWAR POLYTECHNIC (Id: S-1436),32,,19,
SHRI UTAGANOOR BASAVALINGA TATA EDN. TRUST RAICHUR (Id: S-6702),11.625,,0,
Shri Uttarakhand Ayurvedic Bhaisjya Kalpak (Pharmacist) Prashikshan Vidhyalay (Id: S-17095),2.727272727,,91,
"Shri Vasant Barahate Jr.College of Education,Bramangaon (Id: S-15069)",5,,2,
SHRI VASUDEV BASIC TEACHER TRAINING INSTITUTE MORENA (Id: S-7314),11.11111111,,193,
SHRI VENKATESHA SHIKSHAN PRASARAK MANDAL JUNIOR COLLEGE OF EDUCATION AURANGABAD AURANGABAD (Id: S-10072),13.5,,35,
SHRI VIJAYA MAHANTESH VIDYAVARDHAK SANGHA BAGALKOT (Id: S-6705),6.826086957,,7,
SHRI VITTALAI CHARITABLE TRUST RADHANAGRI KOLHAPUR (Id: S-10076),10.42857143,,7,
SHRI VIVEKANAND INSTITUTE OF NURSING AHMEDNAGAR (Id: S-4821),10.25,,32,
SHRUSHTI SCHOOL OF NURSING (Id: S-4387),0,,34,
"SHRUTHI SCHOOL OF NURSING, VANASTHALIPURAM, HYDERABAD (Id: S-13280)",6.166666667,,19,
"SHRUTI NURSING SCHOOL,WADALA MAHADEV,SHRIRAMPUR (Id: S-17923)",9.875,,41,
SH. SHIVAJI D. ED. COLLEGE WASHIM WASHIM (Id: S-9883),3.428571429,,20,
SHUSHRUSHA SCHOOL OF NURSING (Id: S-19094),7.545454545,,0,
SHUSHRUTI SCHOOL OF NURSING BANGALORE (Id: S-4295),12.25,,48,
"SHYAMA DEVI COLLEGE OF EDUCATION, MAIN ROAD MEHGAWN, RAISEN (Id: S-17368)",6.857142857,,80,
"SHYAMA SHYAM TEACHERS TRAINING COLLEGE, AGRA (Id: S-14764)",17,,29,
shyampahari Govt PTTI (Id: S-19353),10.14285714,,0,
SIDANA POLYTECHNIC COLLEGE (Id: S-2516),18,,5,
SIDDAGANGA POLYTECHNIC TUMKUR (Id: S-1439),10,,159,
"SIDDARTHA D ED COLLEGE, K.No. 197&198, Urella Road, Devuni Erravally (V&P),Chevella (M), Rangareddy District (Id: S-14690)",7.75,,20,
"SIDDARTHA SCHOOL OF NURSING, CHAITANYA NAGAR, VISAKHAPATNAM (Id: S-12934)",7.142857143,,45,
"SIDDARTHA SCHOOL OF NURSING, GANDHI NAGAR, KAKINADA, EAST GODAVARI DISTRICT (Id: S-12979)",17.27272727,,32,
SIDDARTHA TEACHERS TRAINING INSTITUTE CHAMARAJANAGAR (Id: S-6711),16.44444444,,0,
SIDDARTHA TEACHER TRAINING INSTITUTE TUMKUR (Id: S-6710),9.5,,4,
"Siddhagiri Nursing Institute, Kaneri (Id: S-18111)",14.14851485,,18,
"Siddhakala School of Nursing, Pimparne Road, Sangamner Khurd, (Id: S-17092)",11.25,,35,
"Siddharatha College of Elementary Teacher Education, Pentakota Road, Tuni, East Godavari-533401. (Id: S-13341)",19.61363636,,50,
SIDDHARTHA INSTITUTE OF ENGG. & TECH. (POLY) EKTAGUDA (Id: S-2374),7.461538462,,102,
SIDDHARTHA INSTITUTE OF TECHNOLOGY AND SCIENCE (II Shift Diploma College) (Id: S-16563),11.54166667,,229,
"SIDDHARTH INSTITUTE OF TECHNOLOGY, JAIPUR (Id: S-2680)",8,,206,
SIDDHIS INSTITUTE OF PHARMACY (Id: S-18938),9.41025641,,0,
"SIDDHI VINAYAK INSTITUE OF NURSING, DAKOR (Id: S-14739)",15,,22,
"Siddhi Vinayak Polytechnic, Alwar (Id: S-14896)",4,,18,
Siddhivinayak school of nursing (Id: S-15690),10,,83,
SIDDIVINAYAK SHIKSHAN PRASARAK MANDALS R. K. D. ED. BHANDUP(W) MUMBAI (Id: S-10087),24.5,,2,
SIDHEEQUIYA ISLAMIC CENTRE MALAPURAM (Id: S-7115),6.966666667,,49,
SIDHI VINAYAK NURSING SCHOOL (Id: S-15116),22.25,,22,
SIDHU KANHU BIRSA POLYTECHNIC PASCHIM MEDINIPUR (Id: S-10954),7,,0,
SIDHU SCHOOL OF NURSING LUDHIANA (Id: S-5031),12,,32,
S I E M S School of Nursing (Id: S-15664),11.33333333,,66,
S.I.E.S. COLLEGE OF MANAGEMENT STUDIES (Id: S-245),7.333333333,,207,
SIGA POLYTECHNIC COLLEGE EGMORE (Id: S-2989),5.454545455,,38,
Sigma College of Pharmacy (Id: S-17674),0,,0,
SIGMA INSTITUTE OF NURSING VADODARA (Id: S-3801),20,,16,
SIGNA COLLEGE OF NURSING (Id: S-18232),4,,0,
SIKINDER MOHASEEN (SM) SCHOOL OF NURSING (Id: S-15889),12.25,,23,
SILCHAR POLYTECHNIC MEHERPUR SILCHAR-788005 (Id: S-697),18.75,,263,
SILIGURI GOVERNMENT POLYTECHNIC DARJEELING (Id: S-10955),1.166666667,,291,
SILIGURI PRIMARY TEACHERS  TRAINING COLLEGE (Id: S-17350),6.833333333,,97,
SILLI POLYTECHNIC (Id: S-16222),8.071428571,,297,
Silver Oaks College of Education (D.El.Ed) (Id: S-15902),11.66666667,,97,
SILVER OAKS SCHOOL OF NURSING MOHALI (Id: S-5033),27.5,,77,
S I M S SCHOOL OF NURSING GUNTUR (Id: S-3595),6.466666667,,14,
Simulgachi Primary Teachers Traning Institute (Id: S-16916),13.66666667,,0,
SINDHUDURG EDUCATION SOCIETY BHANDUP (WEST) MUMBAI (Id: S-10089),3.75,,29,
SINGARENI COLLIERIES POLYTECHNIC (Id: S-628),6.551724138,,282,
SINGARENI COLLORIES COMPANY LTD HOSPITAL KHAMMAM (Id: S-3616),9.444444444,,0,
"Singha College of Pharmacy, Jalandhar (Id: S-14936)",10.26666667,,11,
Singha Nursing College (Id: S-15688),50,,28,
SINGHI INSTITUTE OF NURSING AHMEDABAD (Id: S-3802),3.638888889,,27,
SINGH LIFE CARE NURSING AND PARAMEDICAL SCHOOL (Id: S-17557),14.87096774,,5,
"SIR C.R.R COLLEGE OF ELEMENTARY TEACHER EDUCATION, ELURU (Id: S-16178)",4.125,,35,
SIR C.R. REDDY POLYTECHNIC ELURU (Id: S-630),59.5,,357,
Sir C.V.Raman D.El.Ed College (Id: S-14311),84,,47,
SIR C V RAMAN POLYTECHNIC (Id: S-629),0,,82,
"SIRDA(WOMEN) POLYTECHNIC VILL. TROAT, P.O KANAID, SUNDERNAGAR, MANDI (Id: S-1133)",3.666666667,,52,
SIR GANGA RAM HOSPITAL NEW DELHI (Id: S-3746),7.6,,39,
SIR ISSAC NEWTON POLYTECHNIC COLLEGE -PAPPAKOIL (Id: S-2990),8.571428571,,397,
SIR MADANLAL COLLEGE OF EDUCATION (Id: S-15212),6.75,,141,
SIR MADAN LAL INSTT. OF PHARMACY ALAMPUR (Id: S-3389),18.34782609,,60,
SIR M VISVESVARAYYA POLYTECHNIC HOSPET (Id: S-1440),14.76666667,,123,
SIRUGUPPA EDUCATION SOCIETYS T.T.I BELLARY (Id: S-6714),6.858823529,,40,
SISTER NIVEDITA PRIMARY TEACHERS TRAINING INSTITUTE (Id: S-16807),15,,0,
SITARAJARAM POLYTECHNIC COLLEGE (Id: S-2991),19.14285714,,72,
"SITA RAMAIAH SCHOOL OF NURSING, QUTBULLAPUR, HYDERABAD (Id: S-13253)",9.571428571,,28,
SITE - A School of Nursing (Id: S-15623),9.142857143,,38,
SIVAGIRI SREE NARAYANA MEDICAL MISSION MALAYALAM (Id: S-4609),3.25,,26,
SIVAKASI INSTITUTE OF PRINTING TECHNOLOGY (Id: S-2958),12.25,,106,
SIVAKUMAR SCHOOL OF NURSING VELLORE (Id: S-5335),10,,17,
SIVANI SCHOOL OF NURSING. KARIMNAGAR (Id: S-3619),24,,33,
"SIVANTHI TEACHER TRAINING INSTITUTE, UDANKUDI, THOOTHUKUDI (Id: S-13916)",3.476190476,,1,
SIVANTHI TEACHER TRAINING INSTITUTION KUNDRATHUR (Id: S-8282),10.625,,0,
"SIVA PARAMEDICAL SCHOOL OF NURSING, COIMBATORE (Id: S-5334)",16.36,,14,
